path,tracked,bytes,lines,category,review_depth,recommended_disposition,purpose_or_controls,imports,symbols,sha256
platform/UI/tools/mk2_auto_repair_suggestions.cpp,yes,7107,186,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Behind Sel; Center,bg_editor_globals.h; imgui.h; stdlib.h; string.h,mk2_layer_behind; repair_reason; repair_score; draw_mk2_auto_repair_suggestions,b638c493e38c5ff9cdcd4d0a57aaae1f77110f296948e12b76cca75ffaca69d7
platform/UI/tools/mk2_budget_relief_suggestions.cpp,yes,15470,405,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Include placed sprites; Include dormant art; Focus; Clear; Trim; Compress; Rep,bg_editor_globals.h; undo_manager.h; imgui.h; algorithm; stdio.h; stdlib.h; string.h; vector,mk2_relief_candidate_reason; mk2_add_relief_candidate; mk2_collect_budget_relief_candidates; mk2_focus_budget_relief_image; mk2_clear_image_uses; mk2_delete_image_slot; mk2_remove_image_and_uses; mk2_append_budget_relief_report; draw_mk2_budget_relief_suggestions,89a3d20767c62722486efdcac05ae8d1871b4203ce085fff68f52e9e7e2c27ca
platform/UI/tools/mk2_budget_relief_suggestions.h,yes,192,8,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,stddef.h,mk2_append_budget_relief_report,2b6ef031739668eeca96812129d88bb9f1e5b30cdd893f9084b0ebf3f2f1ff73
platform/UI/tools/mk2_camera_bookmarks.cpp,yes,5193,104,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Prev; Start; Ctr; Del; Use Preview X; Use Worst X; Add Bookmark; Set Pan Scan Range From Bookmarks; Copy Bookmark Report,bg_editor_globals.h; imgui.h; stdio.h,draw_mk2_camera_bookmarks,1da4ecc02b2a09230f6efe8f7f5ecdfb821353dc7a13b9af93ca258738fad3e7
platform/UI/tools/mk2_danger_palette_designer.cpp,yes,2354,55,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Add Red Variant Palette,bg_editor_globals.h; undo_manager.h; imgui.h; stdio.h,draw_mk2_danger_palette_designer,980219221012622423ff26c06595437dd55a747645f04e683fef49002f84cc55
platform/UI/tools/mk2_duplicate_mirror_finder.cpp,yes,5575,123,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Include mirrored matches; Sel A; Sel B; Rewrite,bg_editor_globals.h; imgui.h; stdio.h; vector,add_duplicate_candidate; draw_mk2_duplicate_mirror_finder,417e077ccd4c6e8b45dcf26803757a81053fa0a96f7dcf05aee37d393ddde88f
platform/UI/tools/mk2_image_cleanup_tools.cpp,yes,10064,211,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Trim Active Image; Create new palette; Compress Active Image Palette; New palette per compressed image; Batch Trim Eligible Images; Batch Compress Eligible Palettes,bg_editor_globals.h; undo_manager.h; imgui.h; stdio.h; string.h,draw_mk2_trim_transparent_border_tool; draw_mk2_palette_remap_compress_tool; draw_mk2_batch_image_cleanup_tool,825d47383f26fca31bc1c7f30e21110987ce5971eb1a61bb75a3aac522b4cb86
platform/UI/tools/mk2_import_workspace_tools.cpp,yes,3301,63,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,...##import_dest; Open after import; Import BDB/BDD Workspace; Replace current project; Skip transparent tiles; Import Clustered Tiles,bg_editor_globals.h; imgui.h; stdio.h,draw_mk2_import_workspace; draw_mk2_clustered_png_importer,880990f85d933ce0ec5550aa638bff13605265ff47a5d91c94695872d6b248e7
platform/UI/tools/mk2_integration_summary.cpp,yes,1382,42,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Copy##bbb; Copy##bmod,bg_editor_globals.h; imgui.h; cstdio; cstring,primary_module_name; draw_mk2_integration_summary,395d7a84c8c6d460a93b2897ad5845ac722c7c4509a2b0907c0eadf73c436f6e
platform/UI/tools/mk2_layer_presets.cpp,yes,3935,116,UI tools,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; imgui.h,mk2_layer_preset_count; mk2_layer_preset_wx; draw_layer_role_hint,64df7b6966727bcc06ffc8aef66facdb4efe922e17d0bc64b0a2c98a17ff8a89
platform/UI/tools/mk2_layer_stack_inspector.cpp,yes,4819,111,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Track world mouse; Hidden; Sel; Ctr,bg_editor.h; bg_editor_globals.h; imgui.h; string.h,draw_mk2_layer_stack_inspector,fd358f252a547baae56a1b95672ddb97ddbe2f05396bf00904365ebedc4ea829
platform/UI/tools/mk2_level_start_helper_tool.cpp,yes,20193,485,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,##slot; Use Starter Defaults; Create Editable Slot Map; ...##starter_stage_dir; File Paths##starter_paths; Generate Starter Stage; Open Generated; Advanced Layout##starter; Floor Bands##starter; Auto-fit Sources##starter,bg_editor_globals.h; undo_manager.h; imgui.h; cstdio; cstdlib; cstring,mk2_level_start_on_default_outer_haven_config; mk2_level_start_set_default_stage_folder; mk2_level_start_prepare_sources; mk2_level_start_apply_defaults; mk2_level_start_file_ready; mk2_level_start_file_badge; mk2_slot_pick_button; mk2_slot_fill_image; mk2_slot_add_object; create_mk2_slot_map_level; mk2_simple_import_png_slot; mk2_simple_add_object; create_mk2_simple_four_image_level; draw_mk2_level_start_helper_tool,9d8c3eccb7a3552eb66b221801a261fcebcda8ea461eeed22dc66d04f4014e06
platform/UI/tools/mk2_load2_doctor_tool.cpp,yes,20374,335,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Jump To Object Pressure X; Jump To Strip Chop Cost X; Select Outside-Module Objects; Include Outside Objects In Nearest Module; Delete Outside Objects; Create Default Module; Fit Module Bounds to Objects; Sort Objects X-Major for LOAD2; Sync Header Counts,bg_editor_globals.h; undo_manager.h; imgui.h; stdio.h,mk2_doctor_fix; draw_mk2_load2_doctor_tool,313fa32139192b71c47fa64038131f08675451ff02631894f3ea7f56f03d3c71
platform/UI/tools/mk2_lod_stale_warning.cpp,yes,11986,305,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Warn after Save; OK,bg_editor_globals.h; Core/app_diagnostics.h; imgui.h; cstdio; cstring; windows.h; dirent.h; strings.h,lod_stale_stage_key; lod_stale_file_key; lod_stale_lod_references_stage; lod_stale_lod_is_active; lod_stale_append_lod; lod_stale_collect_active_lods; lod_stale_find_active; mk2_stage_is_in_active_lod; mk2_lod_stale_check_after_save; draw_mk2_lod_stale_warning,7f75d01b126914d4af5c8d67089bb1b18904d52a2494678ae9ee494091b1ccd4
platform/UI/tools/mk2_mirrored_asset_tool.cpp,yes,3065,64,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Duplicate Mirrored To Right; Duplicate Mirrored To Left; Place Symmetric Pair,bg_editor_globals.h; undo_manager.h; imgui.h; stdio.h,draw_mk2_mirrored_asset_tool,f7adfc17a037e47869f78fdecabf165d4bdc232062109c11e45c21a4707dd67a
platform/UI/tools/mk2_one_click_validation_run.cpp,yes,1615,39,UI tools,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,Safe fixes; Composite; Manifest; Recipe; Run Local Validation + Exports,bg_editor_globals.h; imgui.h; cstdio,draw_mk2_one_click_validation_run,c67905322ceddfc484f1cb2e64f9d4f02976b25426847a8d3b22273fa10fc162
platform/UI/tools/mk2_palette_animation_tools.cpp,yes,5173,113,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Preset: Space Saver 15-color Portal Core; Preset: Stock-like 63-color Tiles; Preset: Portal Core No Seam; Static Portal Fallback; Calm 3-frame Portal Pulse; Inner Portal Spin Probe; Visible 3-frame Vortex Motion,bg_editor_globals.h; imgui.h; stddef.h,draw_mk2_palette_builder_tool; draw_mk2_animation_planner_tool,c5688c81029cb1e4e9b038d29693332ac317aaf94d5a3e37000a87a6730c7608
platform/UI/tools/mk2_palette_sync_prompt.cpp,yes,142895,3507,UI tools,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,Infer##runtime_pals; Prompt after IMG imports; Prompt after Save; Auto-promote on Save when inferred; Compact duplicates; Override budget; Sync Now; Later; Skip This Change,bg_editor_globals.h; imgui.h; algorithm; cstdio; cstdlib; cstring; ctime; string; utility; vector; strings.h,mk2_sync_uppercase_ascii_inplace; mk2_sync_stage_basename_no_ext; mk2_string_eq_ci; mk2_label_name_from_line; mk2_find_label_line; mk2_section_end; mk2_read_text_lines; mk2_write_text_lines; mk2_copy_file_unique; mk2_replace_or_insert_palette_block; mk2_palette_sync_remove_stale_outputs; mk2_bgndpal_compact; mk2_palette_sync_find_bgnpal_path; mk2_palette_sync_bgndtbl_for_bgnpal; mk2_palette_sync_stage_key; mk2_sync_project_basename_key; mk2_push_unique_ci; mk2_palette_sync_infer_table_from_bgndtbl; mk2_palette_sync_infer_table; mk2_palette_sync_remove_stale_outputs; mk2_collect_foreign_labels; mk2_palette_sync_current_matches; mk2_palette_sync_build_candidate; mk2_palette_sync_projected_bytes; mk2_palette_sync_apply; mk2_palette_sync_auto_apply_if_ready; mk2_palette_sync_request_prompt; draw_mk2_palette_sync_prompt; stage_draft_bgnd_compute_path; stage_draft_bgnd_path; stage_real_bgnd_path; stage_start_find_bgnd_path; stage_draft_guess_ground_y; stage_create_draft_bgnd; stage_start_asm_label_line; stage_start_line_has_symbol; stage_start_infer_bgnd_block; stage_start_replace_word_line; stage_start_apply_bgnd_patch; stage_start_apply_bgnd_ground; stage_start_apply_bgnd_start_placement; stage_start_apply_bgnd_limits; bgnd_token_ieq; bgnd_locate_module; bgnd_find_exact_label_line; bgnd_label_ends_with_ci; bgnd_block_scroll_label; bgnd_find_first_mod_block_with_scroll; bgnd_find_existing_stage_block; bgnd_read_scroll_rows; bgnd_replace_scroll_rows; bgnd_load_block; bgnd_commit; bgnd_token_is_numeric_end; bgnd_collect_bmod_entries; bgnd_baklst_reserved_by_runtime_animation; bgnd_parse_baklst_token; bgnd_collect_dlist_baklst_lines; bgnd_stage_dlists_label; stage_bgnd_swap_module_baklst; stage_bgnd_move_module_draw_order; stage_bgnd_reset_foreground_to_module; stage_bgnd_set_module_over_fighters; stage_bgnd_create_module_placement; stage_bgnd_set_module_offset; stage_bgnd_sync_runtime_offsets_from_bdb; stage_bgnd_set_module_parallax; stage_bgnd_reset_all_module_parallax; stage_bgnd_install_tower_high_clouds; stage_bgnd_set_bg_color; stage_promote_draft_parallax_to_bgnd; stage_promote_draft_to_bgnd,8ecc708ff56008f7c7b62d79f6d82716e58ea267faac79191db940582a064e27
platform/UI/tools/mk2_palette_sync_prompt.h,yes,267,8,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,mk2_palette_sync_request_prompt; mk2_palette_sync_auto_apply_if_ready; draw_mk2_palette_sync_prompt,2517c58510c71d11af7c8be39ec9f7497e1259780f35bc2de515cd1a5d8c9394
platform/UI/tools/mk2_palette_usage_optimizer.cpp,yes,5211,130,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Include unused images assigned to palette; Select Objects Using Palette; Copy Palette Usage Report,bg_editor_globals.h; imgui.h; stdio.h; string.h,palette_usage_report; draw_mk2_palette_usage_optimizer,cc6c3f991c32e0112c3500b3f0d11c51165ee495751fbf6bbbc59c6709f7d196
platform/UI/tools/mk2_pan_coverage_scanner.cpp,yes,6828,140,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Select; Use Worst X As Preview; Use Worst Object X As Preview; Select Objects Visible At Worst Object X; Center View On Worst X,bg_editor_globals.h; imgui.h; stdio.h,draw_scan_metric; draw_mk2_pan_coverage_scanner,5545374b6d98887ca83d052d8639037a44325c43204fce92836a3d28fcf9470f
platform/UI/tools/mk2_preview_diff_tool.cpp,yes,6720,181,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,A = Source Preview; A = Composite; B = ROM Preview; B = Live MAME; Run PNG Diff,bg_editor_globals.h; imgui.h; libs/stb_image.h; libs/stb_image_write.h; cstdio; cstdlib; cstring; windows.h; sys/stat.h,set_diff_source_preview; set_diff_rom_preview; set_diff_current_composite; ensure_tmp_dir; run_png_diff; draw_mk2_preview_diff_tool; mk2_preview_diff_use_source_and_rom; mk2_preview_diff_use_composite_and_rom; mk2_preview_diff_use_rom_and_mame,ba321f46b5e8eb9d0b2ee874e4a4ebd443c666632d4343571ece1f437516ff7a
platform/UI/tools/mk2_project_seed_tools.cpp,yes,481,15,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,New MK2 Project; Full-Screen Proof Level; Checker Test Level,bg_editor_globals.h; imgui.h,draw_mk2_project_seed_tools,5d0cd2eb03c5461419a9bb8ab6feb29db69a1d0b454ad5fffc2751fa5a9ecb92
platform/UI/tools/mk2_quick_tile_tools.cpp,yes,3103,87,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Import PNG...; Fit World; Tile Now; Preview##tileprev; Apply Layer to Selected; Advanced Tile Fill...,bg_editor_globals.h; imgui.h; stdio.h,draw_mk2_quick_tile_tools,79b9282582c6d284a60c8964bf3112961329493f1d25a5088f6941f67298c053
platform/UI/tools/mk2_rom_space_reclaim.cpp,yes,9778,241,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Merge identical images; incl. mirrored; Remove unused art; Merge near-duplicate colors; Reclaim ROM Space,bg_editor_globals.h; undo_manager.h; imgui.h; stdio.h; vector,reclaim_argb_distance2; reclaim_merge_image_colors; reclaim_merge_duplicate_images; reclaim_remove_unused_images; reclaim_run; draw_mk2_rom_space_reclaim,eefe87bc13416570a8a51794d24414de63aa0781ac33bb73a22cb6ce9f47737f
platform/UI/tools/mk2_runtime_actor_tool.cpp,yes,108600,2532,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Prev; Next; Onion; Preview actors; Labels; Open Isolated Animation Window; New Actor From Selected Object; Load Runtime Sidecar; Infer IMG Level Animations; Save Runtime Sidecar,bg_editor_globals.h; bg_editor.h; Core/editor_project_storage.h; imgui.h; algorithm; cstdio; cstdlib; cstring; cstdint; cstdarg,runtime_actor_frame_ticks_at; runtime_actor_init_default; runtime_actor_select; runtime_actor_preview_imports_loaded; runtime_actor_status; runtime_actor_code_char; runtime_actor_make_code_label; runtime_actor_string_index; runtime_actor_combo_string; runtime_actor_appendf; runtime_actor_copy_bgnd_notes; runtime_actor_active_image_index; runtime_actor_active_image_label; runtime_actor_frame_image_index; runtime_actor_frame_ticks_at; runtime_actor_image_has_anim_metadata; runtime_actor_image_has_strong_anim_metadata; runtime_actor_label_has_anim_hint; runtime_actor_parse_numbered_frame_key; runtime_actor_find_inferred_group; runtime_actor_sort_inferred_group; runtime_actor_collect_inferred_groups; runtime_actor_group_contains_image; runtime_actor_has_source_object_actor; runtime_actor_init_default; runtime_actor_timeline_ticks; runtime_actor_frame_hfl_at; runtime_actor_frame_vfl_at; runtime_actor_current_frame; runtime_actor_default_sidecar_path; runtime_actor_image_is_preview_import; runtime_actor_mark_preview_import_range; runtime_actor_preview_import_count; runtime_actor_preview_imports_loaded; runtime_actor_first_preview_import; runtime_actor_preview_imports_are_tail; runtime_actor_remap_image_slot_after_delete; runtime_actor_remap_image_slot_globals_after_delete; runtime_actor_preview_import_status; runtime_actor_stage_dir; runtime_actor_contains_ci; runtime_actor_count; runtime_actor_total_frame_count; runtime_actor_missing_frame_count; runtime_actor_name_contains_count; runtime_actor_info; runtime_actor_stage_is_forest; runtime_actor_import_stage_runtime_art; runtime_actor_all_labels_available; runtime_actor_add_forest_tree_actors; runtime_actor_frames_all_loaded; runtime_actor_add_derived_actors; runtime_actor_import_deadpool_imgs; runtime_actor_discard_preview_imports; runtime_actor_select; runtime_actor_remove_selected; runtime_actor_add_from_selected_object; runtime_actor_append_active_frame; runtime_actor_replace_anchor_from_selected; runtime_actor_set_current_frame_from_selected; runtime_actor_same_group; runtime_actor_group_count; runtime_actor_group_leader_count; runtime_actor_nudge_group; runtime_actor_select_group; runtime_actor_copy_group_bgnd_notes; runtime_actor_duplicate_current_frame; runtime_actor_copy_current_frame_offsets; runtime_actor_paste_current_frame_offsets; runtime_actor_apply_current_offsets_to_all; runtime_actor_clear_frame_offsets; runtime_actor_draw_validation; runtime_actor_select_source_object; runtime_actor_project_base; runtime_actor_preview_hides_object; runtime_actor_write_int_array; runtime_actor_sidecar_save; parse_json_string_array; parse_json_int_array; runtime_actor_sidecar_load; runtime_actor_import_inferred_level_animations; runtime_actor_autoload_for_stage; runtime_actor_motion_offset; draw_mk2_runtime_actor_overlay; runtime_actor_draw_sdl; draw_mk2_runtime_actor_isolation_window; runtime_actor_flip_mode_combo; draw_runtime_actor_frame_row; draw_mk2_runtime_actor_tool,fccb333b274129ab6bd16cb04acabc45ea8f9f980092db29370f46e72ee9827b
platform/UI/tools/mk2_runtime_actor_tool.h,yes,1465,34,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,Core/bdd_format.h; SDL.h; stddef.h,draw_mk2_runtime_actor_tool; draw_mk2_runtime_actor_overlay; draw_mk2_runtime_actor_isolation_window; runtime_actor_preview_hides_object; runtime_actor_preview_imports_loaded; runtime_actor_image_is_preview_import; runtime_actor_preview_import_count; runtime_actor_preview_import_status; runtime_actor_discard_preview_imports; runtime_actor_count; runtime_actor_total_frame_count; runtime_actor_missing_frame_count; runtime_actor_name_contains_count; runtime_actor_info; runtime_actor_mark_preview_import_range; runtime_actor_sidecar_load; runtime_actor_sidecar_save; runtime_actor_import_inferred_level_animations; runtime_actor_autoload_for_stage; runtime_actor_draw_sdl,7ec062ad0b7987861f22d25df51142c48dc8ece7e338dd195fb1d449363969cf
platform/UI/tools/mk2_runtime_extras_backend.cpp,yes,21826,650,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; undo_manager.h; UI/tools/mk2_runtime_actor_tool.h; imgui.h; cstdio; cstdlib; cstring; vector; strings.h,runtime_guide_palette; runtime_guide_visual_rect; make_runtime_guide_image; runtime_max_image_idx; runtime_floor_write_composite_pixels; runtime_floor_desired_width; runtime_floor_replace_preview_image; ensure_runtime_floor_composite; runtime_guide_same_key; object_matches_runtime_guide; runtime_guide_occurrence_wanted; runtime_guide_existing_object_count; runtime_guide_existing_object_for_index; sync_runtime_guide_object_placement; runtime_clear_selection; select_runtime_guide_objects; delete_runtime_guide_objects; runtime_guide_image_matches; delete_all_runtime_guide_objects; delete_runtime_guide_images_and_objects; hide_runtime_guide_for_session; hide_all_runtime_guides_for_session; mk2_bake_runtime_guides_to_bdb; append_json_string_buf; mk2_copy_selected_runtime_recipe,9c24e8ed5cdd2396efd224cafd638b6f9690cf762778d664e8650f0d45eaa451
platform/UI/tools/mk2_runtime_extras_overlay.cpp,yes,17509,431,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; bg_editor_globals.h; undo_manager.h; imgui.h; cstdio; cstdlib; cstring,runtime_overlay_bounds_reset; runtime_overlay_bounds_add_rect; runtime_overlay_rounded_div_nearest; runtime_extra_text_contains_ci; runtime_extra_uses_floor_screen_y; runtime_extra_screen_rect; runtime_extra_hit_rect; runtime_guide_bounds_at; runtime_editor_object_bounds_at; runtime_extra_screen_x_for_world; runtime_extra_screen_y_for_world; runtime_consider_snap_pair; runtime_consider_snap_target; runtime_snap_drag_position; draw_mk2_runtime_extras_overlay,ff4581ec5a99951e70f84e24e18469a68de523dc028e9121b436509ddfcbac3a
platform/UI/tools/mk2_runtime_extras_tool.cpp,yes,30582,639,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Load Tower2 Preset; Load Wasteland Preset; Clear Recipe; Add Runtime Extra; Browse Source...; HFlip##draft; Add To Recipe; Browse Selected Source...; HFlip; <,bg_editor.h; bg_editor_globals.h; undo_manager.h; imgui.h; cstdio; cstring; strings.h,mk2_current_stage_is_tower2; mk2_current_stage_is_battle; mk2_current_stage_is_forest; mk2_current_stage_looks_like_tower_runtime; mk2_runtime_suggested_preset_for_stage; mk2_runtime_stage_kind; runtime_guides_load_preset; mk2_current_stage_has_known_runtime_extras; tower_runtime_guide_count; runtime_apply_derived_floor; mk2_runtime_autoload_stage_recipe; tower_runtime_guides_init_once; runtime_guides_clear_session; runtime_guides_load_preset; tower_runtime_guides_reset; mk2_runtime_extra_table_row; mk2_try_data_file; mk2_try_root_data_file; mk2_find_sibling_data_file; mk2_append_runtime_tradeoff_notes; mk2_tower2_runtime_report; mk2_battle_runtime_report; draw_tower_runtime_guide_editor; draw_mk2_runtime_extras_tool,dabbbc6dbba664457ccf9b5e39fd48eb76583ed22611ea3005eedfce06258abd
platform/UI/tools/mk2_runtime_lod_import.cpp,yes,22526,665,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; bg_editor_globals.h; Core/stage_paths.h; undo_manager.h; cstdio; cstdlib; cstring; string; vector; strings.h,path_has_ext_ci; path_is_absolute_for_import; path_dirname_for_import; trim_import_token; resolve_lod_img_path; find_imported_range; uppercase_ascii_inplace; lod_mark_label_in_range; lod_basename_no_ext_upper; lod_text_contains_ci; lod_tag_imported_range; lod_mark_reference_line; img_label_exists_ci; runtime_source_extract_lod_token; runtime_resolve_lod_path; runtime_label_wanted; runtime_lod_ref_line_needs_import; resolve_lod_asm_img_path; runtime_lod_import_current_source; import_runtime_lod_sources_from_lod; import_runtime_lod_sources_for_active_guides; import_runtime_lod_source_labels; runtime_guides_have_any_source_image; runtime_guide_is_floor_asset; runtime_guides_missing_non_floor_source_image; mark_runtime_guide_images_as_lod_refs,d1c5297079c0ccda54ec08645dd3c7cb98a5cf751af2d2f247b33f367ead45dc
platform/UI/tools/mk2_safe_dedup_assistant.cpp,yes,2299,52,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Load First Duplicate Pair; Replacement is mirrored; Rewrite Replace Placements To Keep,bg_editor_globals.h; imgui.h; stdio.h,draw_mk2_safe_dedup_assistant,2f256be5d4686f959d9d2189aa02ae18f9460a06be8e553c225be2f57d8dce61
platform/UI/tools/mk2_selected_bpp_reducer_tool.cpp,yes,30519,796,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Include shared image uses; Override color count; Black; White; Apply Lower BPP to Selection; Undo Last Edit; Redo Last Edit,bg_editor_globals.h; undo_manager.h; imgui.h; algorithm; climits; cstdio; cstring; vector,selected_bpp_argb_distance; selected_bpp_bounds_reset; selected_bpp_bounds_add_rect; selected_bpp_draw_solid_backdrop_image; group_bpp_index_limit; init_group_bpp_candidate; group_bpp_best_palette_slot; group_bpp_build_nearest_palette; group_bpp_color_index; group_bpp_pack_extra_colors; group_bpp_add_candidate_to_pack; group_bpp_pack_candidates; group_bpp_count_candidate_packs; build_group_bpp_candidates; draw_group_bpp_preview_pair; apply_group_bpp_reducer; draw_mk2_selected_bpp_reducer_tool,f4f366b761621c00b270940ecd1651d4ff26e8a7c26a64595ae804336d526463
platform/UI/tools/mk2_simple_level_dialog.cpp,yes,3347,99,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Choose; Create MK2 Level; Cancel,bg_editor_globals.h; imgui.h; stdio.h; string.h,simple_file_exists; mk2_simple_pick_image; open_mk2_simple_level_dialog; draw_mk2_simple_level_dialog,a124f921d7d36d7f8fe535f89e19b531f2e4a55f9831369ce9d1b485f034b133
platform/UI/tools/mk2_smart_palette_grouper.cpp,yes,22858,597,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Seed from selected objects; Keep LOAD2 modules separate; Include unused images; Remove unused after apply; Apply Smart Palette Groups,bg_editor_globals.h; undo_manager.h; imgui.h; algorithm; climits; stdio.h; string.h; vector,smart_palette_has_int; smart_palette_module_label; smart_palette_image_ref_info; smart_palette_image_module; smart_palette_add_color; smart_palette_distinct_color_count; smart_palette_find_unit; smart_palette_pack_extra_colors; smart_palette_pack_add_unit; smart_palette_pack_is_applied; build_smart_palette_plan; apply_smart_palette_plan; draw_mk2_smart_palette_grouper,2011eb90be9f67afce3f5cb757ea7940db6cbfe9437689b473fd75278a381b64
platform/UI/tools/mk2_stage_config.cpp,yes,29104,634,UI tools,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; cstdio; cstdlib; cstring,json_write_string; stage_basename_no_ext; stage_normalize_dir; json_get_object_value; json_get_string_value; json_get_int_value; json_get_float_value; json_get_bool_value; stage_load_config; stage_use_current_project; stage_write_config; stage_append; stage_append_arg; stage_effective_preview_worldx; stage_is_flapjack_sidecar; stage_append_ps_string; stage_flapjack_project_path; stage_append_flapjack_copy; stage_build_flapjack_command; stage_build_command; stage_run_command; stage_open_generated_bdb,d20cbbe8101fb9ad9dc911b632893df363916b5fabc095b224288bf5b5dc3608
platform/UI/tools/mk2_stage_config.h,yes,380,13,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,stddef.h; stdio.h,stage_append; stage_append_arg; json_write_string; stage_write_config; stage_build_command,411f3318b86f950ce9df9289c2980ffbcfdc72dca18cbdae544911f3b69215df
platform/UI/tools/mk2_stage_fx_builder_tool.cpp,yes,13900,300,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Enable Red Shift; Match point; Low health; Timer threshold; Round start; Finish state; Fade back on comeback; Round 3 only; Generate Intermediate Palettes; Save FX To Stage Config,bg_editor_globals.h; undo_manager.h; imgui.h; stdio.h; string.h,draw_mk2_stage_fx_builder_tool; stage_fx_strength_at_frame; stage_fx_build_snippet; stage_fx_generate_fade_palettes; stage_fx_layer_strength,f543db6a245a2f45312aa55aec1d0d1afd0965cad144705dcbefe135fcf5a6b9
platform/UI/tools/mk2_stage_fx_builder_tool.h,yes,125,6,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,,7c9ef90c0572f284ceea87ade5893fafa8e1b6c0c889b580c2b9dfe4c9b0b4b8
platform/UI/tools/mk2_stage_handoff_tools.cpp,yes,2421,55,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Manifest readiness; bookmarks; commands; Write Package Manifest; Write Patch Recipe; Write Both Handoff Files; Copy Handoff Paths; Import Patch Recipe,bg_editor_globals.h; imgui.h; cstdio,draw_mk2_stage_handoff_exports; draw_mk2_patch_recipe_import_tool,766245f105ad0be6fa8473523f4b299bc41755c168fe6f64e2a0fee59a12746b
platform/UI/tools/mk2_stage_layer_role_editor.cpp,yes,2788,58,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Copy Layer Role JSON,bg_editor_globals.h; imgui.h; stdio.h,draw_mk2_stage_layer_role_editor,83239cf8d4f7e58818934c35a5234f06f009e5a4d68c6057d6e96389d58864e7
platform/UI/tools/mk2_stage_preview_dashboard.cpp,yes,2009,47,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Export Editor Composite; Diff Source -> ROM; Diff Composite -> ROM; Diff ROM -> MAME,bg_editor_globals.h; imgui.h; cstdio; cstring,draw_mk2_stage_preview_dashboard,3f9d16e1bab0087d3617d6a34fa8e7da537da66eaa51e31012377ac0d48e67aa
platform/UI/tools/mk2_stage_readiness_gate.cpp,yes,14123,231,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Block on high-color images; Copy Readiness Report; Select Outside-Module Objects##gate; Include Outside Objects In Nearest Module##gate; Delete Outside Objects##gate; Run Safe Fixes; Use Worst Pan X As Preview; Copy Readiness Report,bg_editor_globals.h; imgui.h; stdio.h,draw_gate_row; draw_mk2_stage_readiness_gate,78dc27a756035c2976f862da162b412358df2082f97e1c3373445341aae6ef0a
